,$type,title,hidden,translationSetId,language,id,created,modified,createdBy,modifiedBy,hasDynamicValueTags
0,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",anatomie,True,11056b5c-797e-4d44-9ada-4232fb096f65,nl,8e517f67-ec72-45ec-676f-08d806cfc435,2020-06-02T08:34:29.2437141+00:00,2020-07-13 09:41:18.189694200+00:00,,,False
1,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",aardewerk,True,00b99877-7d6b-4e5a-8624-b08d837a0d91,nl,783d8f7e-48ec-4f4f-6770-08d806cfc435,2020-06-02T09:43:05.6529012+00:00,2020-07-13 09:41:26.246941100+00:00,,,False
2,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",abdij,True,f7cea112-1ac8-4e22-abd1-52251d91efff,nl,bed727f2-7bac-42df-6771-08d806cfc435,2020-06-02T09:43:25.545703+00:00,2020-07-13 09:41:31.711004100+00:00,,,False
3,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",abstract,True,8ed209c7-7c89-46b1-be02-f20017812b3d,nl,ba575568-83d3-4f77-6772-08d806cfc435,2020-06-02T09:43:40.5136126+00:00,2020-07-13 09:31:25.304546300+00:00,,,False
4,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",academisch,True,fe575c71-ea3e-43cd-9a34-f1841d800c42,nl,83739711-8645-4f8f-6773-08d806cfc435,2020-06-02T09:43:53.6831719+00:00,2020-07-13 09:31:30.086423300+00:00,,,False
5,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",achttiende eeuw,True,c28cd83f-7d9b-4664-9316-3ef00c2ba00b,nl,8970f32f-49ab-46de-6774-08d806cfc435,2020-06-02T09:44:13.7365702+00:00,2020-07-13 09:31:34.796562900+00:00,,,False
6,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",adel,True,721b5dee-6686-4b7e-b055-a0960016ec0d,nl,d8416287-e5d7-415b-6775-08d806cfc435,2020-06-02T09:44:27.0853337+00:00,2020-07-13 09:31:38.747915400+00:00,,,False
7,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",Miro,True,f24b9c20-b6f0-490b-af0d-ae008223dec5,nl,a68bd592-35da-4819-6776-08d806cfc435,2020-06-02T09:44:42.2440056+00:00,2020-07-13 09:31:42.763843100+00:00,,,False
8,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",affiches,True,97264ab9-e215-429d-8ae7-91e4ca4341e8,nl,765bc69c-e3d7-43a5-6777-08d806cfc435,2020-06-02T09:44:58.9639501+00:00,2020-07-13 09:31:46.494859400+00:00,,,False
9,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",ambachtelijk,True,ef1247ea-0d10-43c6-95ac-141771827823,nl,a1357cf5-1210-4d6b-6778-08d806cfc435,2020-06-02T09:45:26.5443113+00:00,2020-07-13 09:31:50.420435100+00:00,,,False
10,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",ambulance,True,c8c20bca-2779-49d0-97a8-882d2586e5fc,nl,e4cf4850-9dde-4344-6779-08d806cfc435,2020-06-02T09:45:36.1856239+00:00,2020-07-13 09:31:54.683291900+00:00,,,False
11,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",amfibien,True,84776117-365a-49ff-bcc6-e5ec0333fc26,nl,aeb453ea-54d1-46f2-677a-08d806cfc435,2020-06-02T09:45:46.732146+00:00,2020-07-13 09:31:59.842049100+00:00,,,False
12,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",Amsterdamse school,True,c5ab0596-8c6b-4307-ac5a-8ae097971cf0,nl,f631f448-3b4a-4c56-677b-08d806cfc435,2020-06-02T09:45:59.2452386+00:00,2020-07-13 09:32:04.391858+00:00,,,False
13,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",75 jaar vrijheid,False,72aa32a1-94d6-4444-8c25-c7ed4f3fd62d,nl,e8c26d30-b3a0-42f3-677c-08d806cfc435,2020-06-02T09:46:23.8048118+00:00,2020-07-22 10:06:50.468836300+00:00,,,False
14,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",beeldhouwkunst,False,3a245c28-c42f-4eb6-bb93-dbe42aafc7ec,nl,6c669bc3-de46-41b2-677d-08d806cfc435,2020-06-02T11:50:47.1156256+00:00,2020-11-20 09:48:07.452985600+00:00,,,False
15,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",fotografie,False,a2e1ce90-61a7-410e-b3ed-00a0cde2b0af,nl,d9d83d2f-5233-4aff-677e-08d806cfc435,2020-06-02T11:51:04.0077263+00:00,2020-07-13 09:32:23.032405400+00:00,,,False
16,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",schilderkunst,False,7d2a345d-e4e4-48e6-95f9-25641e1fb773,nl,191d9fae-190c-4cda-677f-08d806cfc435,2020-06-02T11:52:01.4190319+00:00,2020-07-13 09:32:27.566627100+00:00,,,False
17,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",slavernij,True,28534fb3-fba4-45c1-b888-b1201603ef66,nl,f52705bf-6021-4635-6780-08d806cfc435,2020-06-02T11:52:34.8817792+00:00,2020-07-16 08:32:52.703493300+00:00,,,False
18,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",prentenkunst,True,75217264-662b-46bb-833f-259582595dd8,nl,270c5111-502f-47e4-6781-08d806cfc435,2020-06-02T11:52:56.9165536+00:00,2020-07-16 08:26:42.284720+00:00,,,False
19,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",byzantijnse kunst,True,f8896ccf-7a6c-42f0-8dc6-208cae0d00b9,nl,5e3451dd-1346-49fe-6782-08d806cfc435,2020-06-02T11:53:29.8271642+00:00,2020-07-13 09:32:44.565888800+00:00,,,False
20,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",architectuur,True,5dcbe5a5-0931-49b8-b268-0f4fcb414ba9,nl,406c9cba-e060-4e47-6783-08d806cfc435,2020-06-02T11:54:00.481982+00:00,2020-07-22 09:01:42.844137100+00:00,,,False
21,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",aquarellen,True,7b94e1df-886c-43e6-be38-b1845ec8c4cd,nl,814c33a2-e6ca-4062-6785-08d806cfc435,2020-06-02T11:56:54.1752568+00:00,2020-07-13 09:32:54.628203500+00:00,,,False
22,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",flora,True,7cf32269-19a9-4691-81e0-98ab202c38b7,nl,d6542745-b83b-4fb7-6786-08d806cfc435,2020-06-02T11:57:12.601286+00:00,2020-07-13 09:33:00.388977300+00:00,,,False
23,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",geologie,True,263389fc-3eb1-4b3a-be85-c2ceeb51541c,nl,3fc3b97a-0e45-4b4d-6787-08d806cfc435,2020-06-02T11:57:27.0226695+00:00,2020-07-13 09:33:05.353728600+00:00,,,False
24,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",biodiversiteit,True,6658957c-2ead-4e29-9b58-d68b0fffa88c,nl,331530b1-7fd3-4b32-6788-08d806cfc435,2020-06-02T11:58:02.6560036+00:00,2020-07-13 09:33:10.981244500+00:00,,,False
25,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",fauna,True,fa0dea65-34e2-4848-8ced-a43617085f7a,nl,b2ed69a6-7b7e-4144-6789-08d806cfc435,2020-06-02T11:59:32.0873994+00:00,2020-07-16 08:32:31.225269300+00:00,,,False
26,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",etsen,True,77e24525-dc4e-4caf-980f-ae6587804593,nl,63ea1e44-79b5-43ce-678a-08d806cfc435,2020-06-02T12:00:43.7218113+00:00,2020-07-13 09:33:22.877280200+00:00,,,False
27,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",energie,True,0c402690-8d9e-4d10-9d91-b8319359cf32,nl,391799ce-3eb9-44c3-678b-08d806cfc435,2020-06-02T12:01:14.7395716+00:00,2020-07-13 09:33:27.465908+00:00,,,False
28,"Museumvereniging.Persistent.Domain.Items.Topic, Museumvereniging.Persistent.Domain",Delfts blauw,True,44d44b11-c4ba-4924-a89f-22e02286c8d3,nl,95984c8e-c504-4371-678d-08d806cfc435,2020-06-02T12:02:19.1462999+00:00,2020-07-16 08:27:08.773172700+00:00,,,False
