,translationSetId,vector
110,38609b0d-35a3-43ce-9896-d7c42996b702,"[22 15 28 10 13 22 13 8 13 10 13 12 15 12 13 20 21 24 15 28 10 22 13 12 10
 15 13 10 22 24 16 21 15 10 26 15 15 11 10 10 11 10 13 8 13 10 15 23 17 31
 10 12 13 15 8 18 10 22 15 15 15 13 13 10 10 13 15 10 13 32 19 10 22 13 10
 13 12 12 11 10 15 10 26 13 20 17 12 37 15 24 13 13 13 31 26 10 10 10 10
 13 13 12 15 20 13 13 11 30 10 12 0 11 15 10 15 19 13 17 18 10 16 15 13 11
 22 26 10 13 12 19 26 10 17 21 12 23 26 13 10 15 15 12 18 13 13 23 15 13
 10 13 10 10 8 19 37 10 16 8 17 15 25 22 10 15 10 21 19 24 26 18 13 13 13
 24 18 13 15 10 15 13 10 10 16 26 16 8 28 8 10 25 24 12 12 11 12 26 13 15
 10 26 13 8 21 13 23 15 13 18 30 22 21 26 10 12 10 10 29 13 24 13 13 10 10
 44 21 13 10 10 10 15 10 22 13 19 23 26 18 16 10 12 11 15 19 19 17 11 18
 13 16 18 10 32 10 12 11 10 13 33 10 10 18 15 30 22 10 21 11 13 22 15 15
 24 23 29 11 8 24 10 15 11 13 12 15 18 18 26 10 16 24 17 37 13 10 18 10 10
 18 8 18 20 21 10 13 13 8 15 13 24 15 23 13 23 15 13 21 13 23 21 18 18 42
 13 29 10 13 18 8 21 13 10 12 13 15 23 11 17 23 26 24 20 20 26 13 33 12 11
 16 15 13 16 22 23 10 13 23 23 15 25 13 12 25 13 10 12 24 13 26 15 15 19
 13 10 10 8 10 13 13 22 10 13 29 13 13 10 16 13 13 21 13 12 16 30 15 23 28
 13 10 25 22 10 10 16 22 21 13 25 13 19 11 15 13 23 41 13 20 16 20 23 21
 10 10 10 10 8 15 26 12 10 10 19 26 19 13 16 12 23 18 19 26 12 12 15 12 10
 15 30 20 15 14 25 13 10 13 15 13 13 12 10 18 23 21 10 15 15 15 13 10 13
 25 13 25 12 10 10 12 12 18 11 13 12 15 11 23 44 8 8 15 26 10 12 10 13 12
 21 10 19 26 15 12 13 12 21 18 13 13]"
111,3888a423-3411-4928-ba07-b5dc1ce2a080,"[10 10 8 5 10 5 5 5 5 7 10 7 22 5 7 7 20 5 20 7 5 13 7 7 5 5 12 12 10 7 20
 5 20 5 22 10 10 15 10 5 10 10 8 12 10 7 12 20 10 8 10 12 12 22 12 8 10 8
 5 5 7 7 5 5 7 5 7 5 7 10 5 5 12 7 5 5 12 10 10 7 15 12 10 5 5 5 5 20 12 5
 8 7 25 8 20 10 7 5 12 10 5 7 7 8 12 12 7 8 7 7 8 0 5 10 8 12 10 12 10 7 8
 7 10 8 8 10 7 10 12 7 5 7 10 7 12 20 12 7 7 20 5 7 22 12 5 10 10 5 7 15 5
 12 12 7 10 5 10 5 7 7 8 5 7 5 12 8 10 8 13 8 5 12 22 5 10 10 7 19 22 10
 10 7 10 5 20 7 8 12 7 8 7 7 5 5 12 20 7 20 10 10 7 7 10 7 8 8 10 13 8 12
 8 5 7 7 5 7 10 7 10 10 7 10 5 8 10 7 5 7 10 8 5 8 15 7 5 10 8 8 5 12 15 8
 7 20 10 25 5 10 8 22 5 20 5 10 5 12 8 8 7 7 10 10 8 10 7 20 8 15 8 8 20
 10 20 10 10 7 10 12 10 10 10 7 10 15 20 5 5 8 20 7 8 7 12 10 7 5 15 10 10
 7 10 5 5 5 7 5 7 7 5 8 8 12 5 10 8 5 5 8 8 10 10 10 10 5 7 5 5 7 8 10 7
 10 7 7 10 12 8 8 10 10 10 5 12 10 10 7 13 7 10 19 10 7 5 12 7 7 5 8 5 5 5
 5 5 12 8 5 10 22 8 7 10 12 12 7 7 5 7 12 17 8 10 5 20 12 5 22 8 5 7 7 15
 8 12 20 10 12 5 8 8 7 5 10 10 5 7 10 20 7 20 12 7 15 8 5 5 10 15 5 7 7 5
 7 5 7 20 10 7 5 7 5 10 10 10 10 7 20 10 7 5 5 7 7 7 7 7 8 7 7 10 8 7 7 8
 10 5 5 10 5 10 8 5 5 10 5 10 5 10 7 13 5 10 7 5 5 10 12 15 7 5 5 5 7 15 8
 5 7 13 5 7 5 5 7 17 20 7 10 10 22 7 7 5 5 7 10 12]"
112,38a216ca-1fee-45de-9b0a-ae857342d0c0,"[15 12 13 10 13 24 32 8 13 16 10 12 12 25 16 13 10 19 21 13 19 12 29 12 29
 15 22 10 12 22 13 20 18 13 15 15 24 11 19 19 14 19 16 14 13 10 21 12 13
 13 19 18 13 28 8 18 10 21 34 24 21 22 23 19 13 23 28 10 29 19 8 13 15 16
 13 13 15 15 17 13 15 10 15 23 13 13 34 15 18 19 10 16 13 22 18 19 10 26
 10 13 16 15 15 19 13 13 11 22 13 18 15 8 0 10 15 15 10 10 15 10 13 24 13
 8 12 15 10 16 12 12 24 16 10 13 15 12 18 13 23 15 27 21 15 16 13 15 12 26
 13 16 29 13 8 12 15 19 13 17 10 24 15 15 19 21 13 10 14 19 12 15 13 22 19
 22 24 10 21 10 15 10 10 10 23 15 13 8 10 14 10 15 28 37 18 20 21 18 13 12
 19 24 23 24 13 13 18 21 19 30 12 24 13 15 13 27 10 20 15 13 29 13 13 13
 22 18 16 13 26 16 10 18 10 21 13 12 12 24 15 28 16 12 14 15 21 8 10 8 11
 19 22 18 16 10 10 15 14 19 16 15 16 10 15 12 18 15 10 10 11 13 15 12 12
 16 12 18 8 8 10 16 31 14 13 12 18 15 18 31 29 22 10 13 30 16 10 8 10 16
 15 8 15 13 16 10 26 22 8 15 32 23 18 15 10 21 18 10 10 32 30 10 21 30 19
 16 18 10 13 16 8 10 10 22 12 16 15 15 11 13 13 18 10 20 13 25 16 12 15 20
 13 18 10 8 15 12 20 13 21 31 15 24 19 12 20 13 29 27 10 13 21 21 18 15 23
 13 10 20 10 19 23 15 10 10 21 19 10 10 17 19 16 10 19 12 13 12 24 12 13
 19 10 24 15 19 10 29 15 16 13 18 16 15 8 15 13 16 12 13 12 29 13 18 10 29
 16 22 13 20 21 15 12 35 16 15 15 17 10 19 37 21 21 8 30 18 12 8 15 20 18
 18 12 15 20 18 13 16 10 12 16 19 15 16 34 12 10 10 15 15 12 19 13 16 15
 13 18 12 10 20 18 15 18 11 19 31 25 17 16 15 8 11 18 34 16 18 10 19 22 10
 10 12 24 21 18 13 31 16 13 10 13]"
113,39427955-788d-4592-bbe4-1daf82865181,"[11 6 4 16 9 6 6 4 6 6 14 6 6 16 6 6 4 6 6 6 4 11 6 6 6 6 11 9 6 4 4 4 6 6
 6 11 11 9 11 6 19 11 4 9 4 6 11 6 9 6 11 11 21 6 9 6 21 6 6 6 6 6 6 6 6
 14 16 6 6 4 4 6 11 6 6 6 11 11 4 6 11 11 6 4 6 6 6 6 11 6 6 6 9 6 6 9 6 6
 11 21 4 6 16 6 11 9 4 6 16 6 6 9 6 0 6 11 4 11 6 6 16 6 9 4 6 16 6 4 11 6
 6 4 11 6 11 6 11 16 4 6 6 6 6 11 6 16 6 6 16 9 14 11 9 6 6 6 6 4 6 6 6 6
 4 6 11 4 4 4 11 6 6 11 6 6 6 6 6 6 6 6 11 6 6 6 4 4 4 19 6 6 4 6 6 4 11 6
 6 6 21 16 6 4 4 6 6 6 11 11 6 11 4 6 6 6 16 6 6 4 6 21 6 9 6 6 6 6 6 4 21
 6 6 6 21 6 6 6 6 6 6 11 9 6 6 4 9 9 4 6 6 6 6 4 6 21 4 21 6 6 6 6 6 16 6
 6 6 4 14 9 6 6 6 16 6 6 14 4 4 11 6 4 11 6 6 11 6 6 16 4 4 4 6 6 21 4 6 6
 11 9 6 4 4 6 16 6 4 6 6 6 6 6 16 11 6 6 6 4 6 4 6 6 4 6 6 6 6 4 14 6 6 11
 6 9 6 16 4 9 4 6 4 6 11 6 21 6 11 4 11 6 6 4 6 16 6 9 6 16 6 6 6 16 6 6 6
 11 6 6 11 6 6 6 11 11 11 4 6 4 16 11 4 14 6 6 4 11 4 4 6 6 6 6 11 6 11 6
 4 9 4 6 6 6 6 6 6 14 6 6 4 6 4 11 6 11 6 6 6 6 9 6 6 4 6 6 16 4 6 6 6 6 6
 6 6 4 6 6 6 6 6 4 6 6 6 4 6 6 6 6 16 6 4 6 6 6 4 16 6 6 21 6 16 6 6 16 6
 6 6 6 11 6 11 6 6 16 6 6 11 11 11 4 6 6 6 4 9 6 4 4 11 6 4 6 6 6 6 4 14
 11 11 6 6 6 6 14 6 4 11]"
114,39602e5d-e0c7-4304-aa89-ba9d234d12fa,"[11 14 38 9 9 14 12 20 9 45 12 11 14 14 25 9 12 9 17 9 35 14 9 11 12 24 12
 22 14 12 12 9 14 12 14 11 14 13 12 12 10 12 12 7 38 9 11 14 12 12 12 11 9
 14 7 17 9 17 14 14 34 25 9 12 12 9 14 9 9 15 7 12 11 12 12 9 37 14 13 12
 17 9 14 9 9 12 11 14 14 9 25 25 15 15 17 25 9 9 9 9 12 14 11 15 9 22 7 14
 12 11 14 10 14 9 0 37 25 9 27 9 12 14 9 10 14 14 9 12 11 11 14 9 9 9 27
 14 37 9 12 17 11 14 14 12 9 17 14 12 12 12 35 25 7 11 14 12 12 10 9 14 14
 11 12 11 25 12 10 12 14 27 9 12 15 12 17 12 11 32 17 12 9 9 12 11 35 7 12
 7 9 14 12 14 11 10 14 17 9 37 12 17 9 20 15 9 14 17 9 17 14 14 28 11 25
 14 9 9 14 22 12 9 9 12 9 17 12 9 9 22 9 14 9 17 15 11 11 40 14 15 22 11
 10 17 14 10 9 10 7 15 15 17 9 12 9 14 10 35 12 14 9 9 14 14 14 17 9 12 13
 15 17 14 14 15 14 17 10 7 12 9 17 10 9 11 14 14 17 11 12 28 12 12 17 12 9
 10 9 9 14 7 14 9 12 9 12 12 7 24 12 22 27 17 12 14 14 12 12 12 14 12 14
 17 12 12 30 9 9 9 7 9 12 9 24 12 24 14 36 12 12 17 12 12 9 11 12 14 14 33
 12 14 12 7 17 11 22 9 14 11 11 17 9 11 9 9 12 14 12 9 11 17 14 14 9 12 9
 7 9 9 9 11 9 12 14 9 12 9 10 15 12 9 9 11 12 14 14 14 38 9 9 17 17 12 9
 12 17 12 9 17 12 14 10 24 9 15 14 9 24 12 15 11 9 12 9 9 35 7 17 14 11 12
 9 14 14 13 12 12 14 17 14 7 14 11 11 7 14 9 27 14 11 11 13 17 22 9 12 14
 25 9 37 9 40 14 9 9 17 11 14 9 12 12 14 22 17 11 9 9 11 27 40 20 9 14 11
 7 15 14 7 23 14 14 9 11 9 9 11 12 9 11 14 17 11 9 14 12 12 25 9]"
115,39b0a7b4-6bf6-4c5d-a29a-0e4266055be1,"[24 14 43 10 15 22 13 8 10 35 12 14 14 15 15 19 10 10 15 19 36 24 12 14 13
 12 20 17 21 15 10 10 12 13 14 17 20 18 18 13 16 18 10 15 38 12 19 12 25
 17 18 19 17 14 15 15 15 22 15 15 37 15 10 13 15 10 17 10 12 15 8 13 26 15
 13 10 45 20 13 15 22 17 14 10 17 20 12 12 22 10 10 15 18 20 15 18 12 10
 17 15 13 17 14 20 17 17 10 19 15 14 19 15 15 15 38 0 12 24 14 12 10 17 15
 8 19 14 12 12 19 21 15 12 22 12 22 12 45 12 15 15 12 17 14 20 10 17 14 13
 15 17 36 20 15 21 14 13 12 11 19 17 19 19 15 12 20 10 10 10 17 12 10 20
 15 13 17 12 14 35 17 12 15 12 12 12 33 10 17 15 12 19 15 17 12 11 22 15
 12 35 18 17 12 10 15 12 12 15 15 20 19 29 13 12 15 17 10 12 14 12 12 15
 12 18 10 22 12 12 10 12 15 12 10 22 20 21 12 40 12 13 10 19 15 15 24 8 22
 13 15 15 13 17 10 10 10 20 11 43 10 19 12 12 14 14 19 24 12 10 11 20 22
 12 12 15 12 17 10 10 12 17 17 10 15 14 14 19 15 12 13 13 10 22 15 15 17
 17 12 10 19 13 14 19 12 10 13 13 10 12 15 12 15 15 10 22 15 12 10 13 15
 10 12 17 19 12 17 10 12 10 8 12 10 15 14 18 14 17 36 27 17 15 12 19 22 12
 20 21 20 36 15 17 12 10 24 14 10 17 17 14 12 22 10 12 17 10 13 22 10 10
 17 17 12 24 15 20 17 10 12 10 12 26 10 10 14 10 10 17 11 15 10 10 12 14
 17 19 22 12 45 17 10 22 22 15 10 12 24 13 12 24 10 24 8 19 12 27 19 10 12
 12 27 12 12 15 10 12 36 10 15 14 14 13 12 22 14 13 12 12 17 15 14 10 15
 12 14 17 17 12 17 19 14 14 13 22 12 12 10 14 13 10 43 10 40 12 10 10 17
 12 14 10 18 15 24 10 24 14 10 10 17 22 45 10 10 15 12 10 27 19 8 13 17 15
 12 12 10 12 12 10 12 24 20 17 14 12 15 13 15 12 17]"
116,39c0d207-7edc-4e51-82bb-e0d0da3576d4,"[8 13 11 6 8 25 6 19 6 21 13 10 13 8 21 8 11 6 11 8 8 11 8 10 6 21 8 23 13
 10 11 8 11 23 13 8 25 11 6 6 6 6 11 8 13 8 10 11 8 9 6 10 8 13 8 11 6 11
 8 8 10 21 6 6 8 8 10 23 8 13 6 6 10 8 6 23 10 8 11 8 13 8 13 8 6 6 8 11
 10 23 22 21 11 9 11 21 8 6 8 6 8 10 10 9 8 23 8 11 8 10 11 11 8 6 24 10 0
 8 26 8 9 10 8 9 11 13 25 13 10 10 25 10 6 8 23 11 10 8 10 11 8 27 13 8 6
 13 13 6 25 13 8 21 8 27 13 6 11 6 8 10 11 25 27 8 21 11 11 11 11 24 6 8
 11 6 13 11 10 8 13 11 6 8 11 8 11 8 11 8 8 11 10 10 8 6 10 11 8 11 6 13 8
 21 13 25 11 11 6 11 11 10 24 25 21 10 6 8 13 23 11 6 8 8 6 11 11 8 6 23 6
 11 6 11 11 10 25 30 11 9 19 27 11 11 10 9 8 9 23 11 9 13 6 11 6 8 6 8 9
 11 8 8 13 13 11 13 8 11 9 13 11 11 11 11 11 13 11 8 13 8 13 11 6 10 13 13
 11 8 6 24 11 10 11 8 8 11 8 6 30 6 13 10 13 6 6 23 8 21 8 21 21 11 9 10
 25 11 9 8 8 11 11 13 13 11 43 6 8 8 6 8 9 6 23 8 23 10 11 10 11 11 13 11
 6 8 8 13 8 8 9 10 11 8 13 10 19 10 10 10 8 11 23 8 6 6 6 10 9 6 8 13 11
 27 6 8 8 8 8 8 8 10 8 11 13 6 11 8 6 13 9 6 8 10 11 11 10 11 13 10 25 11
 11 8 6 11 13 8 8 13 11 10 9 23 8 11 11 6 21 11 13 8 8 10 6 8 6 8 11 13 10
 6 8 8 13 11 11 11 10 11 13 8 8 8 10 8 10 8 23 11 10 10 11 11 21 8 11 13
 19 6 8 6 13 11 6 6 13 8 13 23 6 8 11 19 13 10 6 6 8 23 13 21 6 8 25 25 13
 11 6 21 11 8 10 8 6 8 8 11 10 8 8 13 10 8 8 8 8 26 8]"
117,39f0a03f-de2f-4709-b03b-4415349736e7,"[19 9 12 7 10 14 7 5 7 9 7 9 9 7 9 16 5 7 7 16 5 19 9 9 7 7 14 12 16 7 5 5
 7 7 9 12 12 12 12 7 10 12 5 12 7 9 14 7 17 14 12 14 14 9 12 7 12 14 7 7 9
 9 7 7 9 5 9 7 9 7 5 7 21 9 7 7 14 12 7 9 14 14 9 5 14 14 7 7 14 7 7 9 10
 14 7 10 9 7 14 12 5 9 9 14 14 12 7 14 9 9 14 12 7 12 7 21 7 0 9 9 7 9 10
 5 14 9 9 7 14 16 7 7 19 9 14 7 14 9 7 7 7 9 9 14 7 9 9 7 9 12 5 14 12 16
 9 7 9 5 16 9 14 14 7 7 14 5 7 5 12 7 7 14 9 7 9 9 9 9 9 9 12 9 9 7 5 7 12
 12 9 14 7 9 7 5 14 7 9 7 12 9 9 7 7 9 7 7 12 12 14 21 5 7 9 9 7 9 9 7 9
 12 9 10 7 14 9 9 7 7 12 7 7 14 14 16 7 9 7 7 7 14 12 7 16 5 17 10 12 9 7
 9 7 5 7 12 5 14 7 14 9 9 9 9 14 16 9 5 5 12 14 7 7 9 7 9 7 7 7 14 9 7 12
 9 9 14 7 7 7 5 5 14 7 9 14 14 9 7 14 10 9 14 7 7 7 7 7 7 9 9 7 7 7 14 7 9
 7 5 7 5 7 9 14 9 9 7 9 5 5 9 7 12 9 10 9 9 7 19 12 7 7 16 19 7 14 16 12 7
 12 9 9 7 16 9 7 12 9 9 7 14 7 7 14 7 7 14 7 7 12 9 7 16 12 14 14 7 9 5 9
 21 5 5 9 7 5 14 5 7 7 7 9 9 14 14 14 7 14 12 5 14 14 9 7 9 16 5 9 16 5 16
 5 14 9 21 14 7 7 9 19 7 9 7 7 9 7 7 7 9 9 7 9 14 9 7 9 9 9 7 9 7 7 7 9 14
 9 9 9 14 9 9 7 14 9 9 5 9 7 7 12 7 9 7 7 7 9 7 9 7 12 9 19 7 16 9 7 7 12
 14 14 7 7 7 7 7 19 14 5 7 12 7 7 7 7 9 7 5 7 19 12 9 9 9 7 5 9 7 14]"
118,3b0519ec-a69a-4f2f-8ea2-a5ac4428d096,"[14 16 12 9 12 14 12 20 12 24 14 13 16 11 27 14 12 12 14 14 9 14 14 13 9
 27 14 24 16 14 15 9 14 9 19 14 14 12 9 9 10 9 12 9 14 11 16 14 9 15 9 13
 14 16 9 17 9 14 14 14 16 27 12 9 11 12 16 9 14 14 7 9 16 14 9 12 13 11 12
 11 16 11 19 12 12 9 11 17 16 12 25 27 12 15 17 22 11 9 11 12 12 13 16 12
 14 27 12 14 11 13 17 12 14 9 27 13 27 11 0 11 15 16 12 10 14 19 11 14 13
 13 14 11 9 14 26 14 16 14 11 14 14 13 19 14 12 16 16 12 11 14 9 24 9 13
 19 9 17 7 11 16 17 14 11 14 24 12 12 15 14 30 12 14 14 12 19 14 16 11 16
 14 9 11 17 14 15 9 12 9 11 17 14 13 11 10 13 17 14 14 9 19 14 22 14 14 14
 14 12 17 14 16 25 14 24 13 9 11 19 27 17 12 14 9 9 17 14 14 9 24 9 14 9
 14 14 13 11 19 17 15 22 13 12 14 13 10 9 10 10 14 15 19 9 12 9 11 10 11
 12 17 11 11 19 16 14 16 11 12 10 14 14 14 14 17 14 19 12 9 14 11 16 12 12
 13 16 19 17 14 9 28 12 11 17 14 11 12 11 9 19 7 19 14 14 9 12 12 9 27 14
 27 27 14 12 13 14 14 12 12 14 12 17 19 17 14 32 9 14 9 7 11 12 9 26 12 29
 13 12 11 15 17 14 14 12 14 14 16 11 12 15 16 14 9 16 13 22 14 13 16 14 17
 12 11 9 12 9 13 12 12 14 16 14 13 12 11 11 9 11 12 14 16 9 12 19 12 12 11
 7 14 12 9 14 13 17 14 16 14 14 14 9 17 14 11 9 17 16 12 14 19 12 13 10 29
 14 17 14 12 24 17 14 11 11 11 9 11 9 9 14 19 13 9 11 11 19 12 14 17 13 14
 19 9 14 11 13 9 13 11 29 14 13 16 15 17 27 11 12 16 25 12 11 9 19 14 9 9
 16 14 16 12 9 14 17 25 19 13 9 9 11 26 19 25 12 11 14 12 17 17 7 22 14 14
 11 11 9 14 11 12 11 11 14 16 13 14 11 12 11 27 14]"
119,3b3c0cbf-7176-4d16-bc60-89eeeb679a76,"[12 10 10 8 10 8 12 6 8 10 8 66 10 12 14 10 10 8 8 10 10 8 14 10 8 12 10 8
 10 8 10 10 12 8 10 8 12 8 8 12 6 8 6 8 12 62 10 8 6 8 8 10 10 10 8 8 8 12
 8 12 10 14 8 8 14 6 10 8 10 12 62 8 10 14 8 8 10 8 8 10 10 10 10 6 8 8 12
 8 10 8 12 14 6 8 12 6 66 8 10 8 10 10 10 8 10 8 8 8 10 10 8 8 8 8 8 10 8
 10 10 0 8 14 10 6 8 10 10 8 10 10 12 8 8 10 14 8 10 10 12 8 8 10 14 10 8
 10 14 12 10 12 6 10 8 10 34 12 10 6 10 10 8 8 12 8 10 10 8 10 8 12 8 14
 10 12 10 66 10 10 14 10 8 62 10 12 6 8 6 8 10 12 12 14 12 6 10 12 10 8 8
 10 10 12 8 10 8 12 8 12 12 10 6 8 10 14 8 14 10 8 10 8 10 10 8 12 10 10 8
 12 8 8 60 8 10 10 12 14 12 8 8 14 8 12 14 6 6 6 6 10 12 10 8 10 64 8 6 10
 60 8 10 14 10 10 8 10 10 6 6 8 8 8 8 10 8 14 8 8 8 10 14 8 8 10 14 10 12
 8 8 10 6 8 8 10 14 8 10 8 14 6 14 12 12 60 8 8 8 40 10 14 8 12 8 10 12 66
 8 10 8 10 8 14 8 14 10 32 10 6 6 66 8 8 10 10 10 14 8 8 6 12 12 10 8 8 10
 10 8 8 8 14 10 8 10 10 12 8 10 10 8 8 8 12 8 8 8 10 32 8 8 10 12 10 8 10
 10 8 10 6 10 10 34 10 14 12 6 10 6 8 8 64 14 10 10 12 10 12 12 8 6 12 8
 10 8 10 10 6 10 10 10 10 6 14 10 10 8 8 8 14 12 12 66 8 8 10 12 8 8 14 10
 12 10 8 14 12 34 10 10 12 10 12 12 8 10 8 14 66 14 12 10 10 8 12 10 10 6
 10 8 8 8 8 10 8 36 12 14 12 10 8 8 14 8 12 14 10 8 8 8 10 14 8 8 12 12 8
 8 12 6 12 8 8 8 12 8 14 8 6 8 8 8 10 10 10 12 10 14 8 10]"
120,3bcb3ba4-1675-461b-880e-2676f8c7def9,"[11 11 9 18 9 11 11 6 11 20 19 8 11 18 11 11 9 11 11 11 18 11 11 8 8 11 11
 6 11 21 12 6 11 8 14 11 11 9 8 20 19 8 9 6 9 8 11 11 6 14 8 8 21 11 6 14
 18 11 11 23 11 11 11 20 8 19 21 8 11 9 6 20 11 11 8 11 8 8 9 8 11 8 14 21
 23 8 8 14 11 11 11 11 9 14 14 6 8 20 8 21 9 8 21 11 11 9 9 11 30 8 14 9
 11 18 11 8 9 8 14 8 0 23 9 9 11 24 8 9 8 8 11 6 8 11 8 11 11 21 6 11 11 8
 14 11 23 21 11 11 18 9 16 8 6 8 14 8 14 6 8 11 14 11 6 23 8 9 9 12 11 14
 11 11 11 11 14 11 23 8 11 11 8 8 14 11 12 6 9 16 8 14 9 20 8 21 8 14 11
 11 18 24 11 6 9 11 11 11 11 14 11 11 9 11 8 20 18 8 14 9 14 21 11 6 8 14
 11 11 8 6 18 23 8 11 21 20 8 14 14 26 8 8 9 11 8 9 6 9 9 11 14 14 8 9 8
 30 9 30 11 14 8 8 14 21 11 11 8 9 31 9 11 11 11 24 11 14 19 6 9 8 23 9 11
 8 23 14 14 11 18 12 9 6 14 11 18 9 8 8 14 6 26 9 9 8 21 11 6 11 11 11 11
 11 21 8 11 11 11 9 11 9 26 14 12 11 26 8 11 6 16 8 11 8 8 9 11 18 9 6 12
 14 9 11 11 11 21 11 20 9 14 11 11 6 11 18 8 9 20 21 23 14 11 18 8 11 8 8
 11 23 11 11 11 8 11 8 8 6 8 9 21 11 6 19 14 11 9 8 6 9 11 8 11 8 14 11 11
 11 9 9 6 14 11 8 20 14 11 19 11 14 9 8 9 11 23 14 11 11 8 14 9 8 8 6 8 8
 18 6 11 14 8 8 8 8 14 9 11 14 8 11 26 6 23 8 8 6 8 8 23 11 18 11 12 14 11
 8 9 33 23 11 18 8 24 11 8 18 11 11 11 11 8 11 14 23 14 18 8 8 8 8 14 9 11
 8 11 21 12 14 6 6 11 11 6 8 8 11 8 9 16 8 11 11 20 11 8 19 20 9 11]"
121,3caa2392-510f-4c85-a489-b83e8200ff90,"[20 15 18 11 18 19 27 9 14 25 13 19 15 20 23 16 15 20 16 16 36 13 26 15 14
 20 25 13 15 31 18 15 17 14 18 16 23 14 14 36 15 20 11 11 20 13 24 13 14
 14 14 21 16 15 11 19 11 20 25 41 24 23 14 32 20 14 21 11 22 20 13 26 18
 23 14 14 18 16 20 16 18 13 18 26 26 14 23 16 21 20 15 23 14 17 23 14 17
 29 13 14 21 18 18 14 16 16 14 13 28 21 16 11 25 11 16 18 13 13 18 17 26 0
 18 9 13 18 13 19 15 15 23 19 11 16 22 13 21 16 20 16 22 24 22 19 26 18 19
 21 16 23 14 16 11 15 18 24 16 12 13 27 16 16 26 34 16 15 11 24 13 20 14
 29 16 27 27 17 36 13 22 13 11 13 16 20 14 11 11 11 13 20 29 40 23 33 18
 23 16 13 14 21 16 15 16 16 13 20 20 29 17 21 14 16 16 40 11 17 18 16 22
 14 16 18 17 23 19 16 17 17 11 25 11 16 16 27 17 31 20 35 11 19 11 20 22 9
 11 9 12 22 21 21 17 15 15 28 15 28 11 16 13 17 18 15 13 18 13 11 24 16 16
 13 13 19 13 25 11 11 13 19 40 11 14 15 31 18 23 22 14 21 11 16 25 19 17
 11 13 17 22 9 34 20 23 11 17 17 11 20 25 20 19 20 11 18 23 17 11 27 25 15
 34 31 16 23 33 11 16 11 9 17 11 17 15 21 18 22 14 16 14 23 17 13 14 16 19
 15 28 17 14 25 13 11 18 15 15 16 36 18 28 19 20 17 11 14 14 24 11 26 22
 18 23 18 14 16 13 17 13 14 16 18 11 15 28 18 11 13 18 16 11 15 26 15 16
 17 21 17 20 16 11 23 16 16 23 16 18 17 16 21 15 18 9 22 28 19 13 14 13 26
 20 23 17 22 17 19 18 17 16 22 15 24 19 16 22 18 13 22 24 20 36 15 41 19
 15 11 22 17 37 17 15 18 17 23 16 13 11 27 29 14 16 17 21 13 15 15 22 20
 15 20 14 23 16 30 25 15 11 11 19 18 25 14 14 20 20 32 19 20 9 18 19 25 19
 23 11 26 13 11 13 13 25 18 33 16 26 21 32 13 16]"
122,3d1a28ab-20dd-4d49-a6c1-23f504ec9472,"[21 9 13 7 59 12 14 7 22 7 9 13 9 13 14 10 13 10 9 10 13 14 14 21 7 16 15
 14 9 12 16 25 13 7 12 17 21 38 24 11 15 12 9 12 13 7 17 9 14 10 12 14 15
 9 12 12 12 13 12 16 12 14 10 7 23 12 12 19 10 13 11 7 17 14 19 10 14 14 7
 7 26 12 12 12 10 7 13 12 17 10 37 14 14 10 16 14 11 7 12 15 54 21 12 7 15
 17 36 9 7 9 12 12 12 12 9 14 9 12 12 11 10 16 0 7 9 12 7 9 14 9 16 9 12
 10 18 9 29 10 13 9 12 9 16 15 10 9 13 14 7 18 9 12 12 9 12 11 22 7 7 12
 12 12 13 12 12 25 7 16 26 16 22 19 7 14 12 11 12 7 13 7 12 7 10 16 12 19
 9 12 7 16 42 39 13 10 52 16 10 9 12 12 10 11 9 22 21 25 15 21 13 17 9 12
 7 13 7 11 12 12 10 15 10 18 7 16 7 22 7 13 12 9 7 9 12 9 13 16 16 10 7 18
 12 13 13 7 14 12 10 7 26 12 7 13 11 14 10 12 7 12 7 11 12 9 9 9 7 9 7 14
 9 9 9 10 9 16 7 7 9 12 13 7 15 9 13 17 16 12 33 16 9 9 12 10 42 7 19 7 21
 12 16 16 39 7 10 10 33 16 10 14 12 13 7 14 16 11 7 16 12 25 12 16 12 11
 12 7 10 9 7 11 7 12 9 21 12 13 7 14 12 28 13 7 15 12 15 9 14 10 15 28 7
 33 9 9 11 17 9 12 12 12 10 39 7 22 19 14 7 22 17 9 13 9 15 24 12 7 19 12
 10 17 9 13 16 14 9 12 7 9 7 11 14 9 15 13 29 13 13 17 9 16 9 7 7 22 9 12
 22 12 13 9 7 21 10 15 9 22 9 14 18 13 11 9 7 7 11 7 9 42 9 11 7 9 16 11 7
 10 9 13 12 11 16 9 9 7 25 11 16 13 9 24 36 16 10 7 9 9 10 10 14 7 12 21
 11 11 13 16 21 10 24 14 17 14 16 9 7 7 14 14 47 10 22 13 16 10 17 16 7 11
 14 12 35 13 7 14 9 9 9 14 17 9 9 22 13 16 23 9 15]"
